X,Y,OBJECTID,ID,WIAID,Name,FacilityType,AddressPhysical,City,Zip,Phone
-79.155302961846,37.3795750561636,242,160,8,Lynchburg Workforce Center,Satellite Center,3125 Odd Fellows Road,Lynchburg,24501,434-947-6771
-78.399654115444,37.3002363030254,243,162,9,Virginia Workforce Center-Farmville,Satellite Center,225-B Industrial Park Rd.,Farmville,23901,434-391-1246
-78.8916517073276,36.7165125025024,244,163,9,Virginia Workforce Center-South Boston,Satellite Center,2506 Houghton Ave.,South Boston,24592,434-572-8064
-78.2787527099121,37.4797830752339,245,164,9,Workforce Information Site - Cumberland,Informational Center,1874 Anderson Highway,Cumberland,23040,804-492-9275
-77.9786789370089,37.3414142042645,246,165,9,Workforce Information Site - Amelia,Informational Center,James L. Hammer Public Library,Amelia Court House,23002,804-561-4559
-78.1175686398797,37.1672914191499,247,166,9,Workforce Information Center - Crewe,Informational Center,706 East Virginia Avenue,Crewe,23930,434-645-7049
-78.2390497363492,36.9830660315196,248,167,9,Virginia Workforce Center - Victoria,Informational Center,300 Court Street,Victoria,23974,434-696-1117
-77.9179979470775,36.8390300566775,249,168,9,Workforce Information Center - Alberta,Informational Center,109 Campus Drive,Alberta,23281,434-949-1000
-75.5501691569738,37.9253021898977,250,170,13,Badger Technical Center North,Career and Technical Center,8210 Lankford Highway,Oak Hall,23146,757-824-6386
-75.7506902610583,37.6406090348494,251,171,13,ESCC Business Development & Workforce Training Center,Career and Technical Center,29300 Lankford Highway,Melfa,23410,757-789-7979
-79.8781484781755,36.6956524602171,252,179,17,Virginia Workforce Center-Martinsville Henry County,Comprehensive Center,233 W. Commonwealth Blvd.,Martinsville,24112,276-634-3600
-77.4929955295955,38.2316726852606,253,185,13,GSC Center for Workforce and Community Education,Career and Technical Center,10000 Germanna Point Drive,Fredericksburg,22408,540-891-3012
-77.3889790449935,37.6894416308186,254,187,5,The Hanover Center for Trades and Technology,Career and Technical Center,10002 Learning Lane,Mechanicsville,23116,804-723-2020
-78.2672066339209,39.0360931389588,255,190,4,Lord Fairfax Community  College Workforce Solutions,Career and Technical Center,173 Skirmisher Lane,Middletown,22645,540-868-7000
-77.9525675033392,37.0651861414704,256,191,8,Occupational Technical Center/Pickett Park,Career and Technical Center,1041 W. 10th St.,Blackstone,23824,434-292-3101
-78.112707373482,38.2457251878124,257,193,7,Orange Workforce Center,Satellite Center,127 Belleview Avenue,Orange,22960,540-661-4654
-79.905291034061,37.4359396134392,258,194,3,Greenfield Education and Training Center,Career and Technical Center,57 S. Center Dr.,Daleville,24083,966-3984
-76.2181640163654,36.7348738014008,259,195,16,TCC Regional Automotive Center,Career and Technical Center,600 Innovation Dr.,Chesapeake,23320,757-822-5081
-76.4362897608057,36.9026487795899,260,196,16,TCC Center For Workforce Solutions,Career and Technical Center,7000 College Dr.,Suffolk,23435,757-822-1234
-76.1024668054976,36.7847348619835,261,197,16,TCC Center For Military and Veterans Education,Career and Technical Center,1700 College Crescent,Virginia Beach,23453,757-822-7777
-76.1024668054976,36.7847348619835,262,197,16,TCC Center For Military and Veterans Education,Career and Technical Center,1700 College Crescent,Virginia Beach,23453,757-822-7777
-76.4272132415654,37.0038751324128,263,199,14,Southeast Higher Education Center,Career and Technical Center,5720 Marshall Ave.,Newport News,23605,757-283-7820
-76.7401211317451,37.2753609395976,264,200,14,Thomas Nelson Workforce Center,Career and Technical Center,4135 Ironbound Rd.,Williamsburg,23188,757-345-2855
-78.5653574003634,36.6029425023053,265,201,9,Clarksville Enrichment Complex,Career and Technical Center,1567 Noblin Farm Rd.,Clarksville,23927,434-049-1026
-78.4834856065288,38.0069223852593,266,202,7,The Hire Education Center at PVCC,Career and Technical Center,501 College Dr.,Charlottesville,22902,434-961-5351
-77.4448018210026,38.386018184694,267,203,13,Automotive Technology Center,Career and Technical Center,42 BlackJack Road,Fredericksburg,22405,540-834-1978
-77.6134323031063,37.517136119572,268,204,5,Community College Workforce Alliance at Featherstone Professional Center,Career and Technical Center,1807 Huguenot Rd.,Midlothian,23113,804-440-2447
-77.1979189444807,38.2761344342515,269,205,13,RCC King George Site,Career and Technical Center,10100 Foxes Way,King George,22485,540-775-0087
-77.1302417062333,37.7419418277193,270,206,13,RCC King William Site,Career and Technical Center,80 Cavalier Dr.,King William,23086,804-769-3434
-76.9799541835292,37.5156517256477,271,207,5,RCC New Kent Site,Career and Technical Center,7930 New Chipping Lane,New Kent,23124,804-966-8575
-76.3368781077237,36.8399038349873,272,208,16,Arclabs Welding School,Career and Technical Center,807 Florida Ave.,Portsmouth,23707,757-399-1440
-81.9947841348869,36.700782337568,273,209,2,Southwest Virginia Alliance for Manufacturing Center of Excellence,Center of Excellence,851 French Moore Jr. Blvd,Abingdon,24210,276-492-2100
-80.8954862003747,36.6797360723935,274,210,2,Galax Workforce Cetner,Satellite Center,963 East Stuart Drive,Galax,24333,276-236-5105 
-77.3650078196404,37.5478089776274,275,211,5,Cedar Fork Resource Workforce Center,Comprehensive Center,121 Cedar Fork Rd.,Richmond,23223,804-952-6116
-77.4088375431258,37.3439804676861,276,212,5,Community College Workforce Alliance - Chester,Career and Technical Center,13101 Jefferson Davis Hwy.,Chester,23832,804-706-5175
-77.4938865820006,37.628089201502,277,213,5,Community College Workforce Alliance - Parham Rd.,Career and Technical Center,1651 Parham Rd.,Richmond,23228,804-523-2292
-82.4582168170918,37.1503291230384,278,214,1,Dickenson Center for Education and Research,Satellite Center,818 Happy Hill Dr.,Clintwood,24228,276-926-9011
-77.2088628887201,38.8318483720173,279,215,11,Fairfax SkillSource Center - Annandale,Comprehensive Center,"7611 Little River Turnpike, Ste 300W",Annandale,22003,703-533-5400
-79.9782776327429,37.2874212015138,280,216,3,Goodwill Industries Jobs Campus,Satellite Center,"2502 Melrose Ave., NW",Roanoke,24017,540-581-0620
-80.8108609255655,37.3315193713379,281,217,2,Goodwill Industries of the Valleys-Giles,Satellite Center,211 Main Street,Narrows,24124,540-276-8201
-77.5221051938323,38.807231454106,282,218,11,Manassas SkillSource Career Services Center,Satellite Center,"6901 Sudley Rd., MS Building",Manassas,20109,703-530-3073
-79.8724768083224,36.6916415108232,283,219,17,Center for Advanced Film Manufacturing,Center of Excellence,30 Franklin St.,Martinsville,24592,276-403-5610
-82.8015289336641,36.7131644995872,284,220,1,Pioneer Center for Business Opportunity,Satellite Center,"225 Boone Trail Rd., Ste 121",Duffield,24244,276-431-3605
-80.7795750009248,37.0495688864875,285,221,2,Pulaski Workforce Center,Satellite Center,336 N. Washington Hwy.,Pulaski,24301,540-980-1323
-77.4429100103368,37.5406429922116,286,222,5,Richmond Resource Workforce Center,Satellite Center,203 E. Cary St.,Richmond,23219,804-344-8060
-77.4700571530201,37.580406449468,287,223,5,Richmond Technical Center - North,Career and Technical Center,2015 Seddon Way,Richmond,23230,804-780-6272
-78.9183886657775,36.6985523788473,288,224,9,Southern Virginia Center Of Manufacturing Excellence,Center of Excellence,820 Bruce St.,South Boston,24592,434-572-5473
-82.0957757772299,37.2782648277498,289,225,1,SWCC Booth Center,Satellite Center,1195 Edgewater Dr.,Grundy,24614,276-964-7587
-82.0894392534552,36.8992876967561,290,226,1,The Castle Building,Satellite Center,547 W. Main St.,Lebanon,24266,276-889-2185
-81.520163501757,36.8341799541911,291,227,2,The Summit Center,Career and Technical Center,203 N. Church St.,Marion,24354,276-783-1777
-78.4648103091017,38.6624497207944,292,228,4,Valley Workforce Center - Luray,Satellite Center,334 Hawkbill St.,Luray,22835,540-742-7647
-79.0526951541872,38.1682272401663,293,231,4,Valley Workforce Center - Staunton,Satellite Center,1600 N. Coalter St.,Staunton,24401,540-887-9895
-78.162696658021,39.1880819271117,294,232,4,Valley Workforce Center - Winchester,Satellite Center,"411 N. Cameron St., Ste. 202",Winchester,22601,540-545-4146
-77.6610235269095,37.4067038164176,295,235,5,Chesterfield Career & Technical Center - Hull Street Campus,Career and Technical Center,13900 Hull Street Rd.,Midlothian,23112,804-639-8668
-79.3726527154928,37.7429607929515,296,229,4,Valley Workforce Center - Rockbridge,Satellite Center,35 Vista Link Dr.,Buena Vista,24461,540-759-2397
